# seq	priority	source_rank	headword	source_file	deterministic_errors
307	failed	1321	matter	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
308	failed	1322	media	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
309	failed	1323	medical	terra_en_000_consolidated_legacy.txt	English sentences must be unique
310	failed	1324	medicine	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
311	failed	1325	memory	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
312	failed	1326	mention	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
313	failed	1327	metal	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
314	failed	1328	method	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
315	failed	1329	middle	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
316	failed	1330	might	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
317	failed	1331	mind	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
318	failed	1332	mine	terra_en_000_consolidated_legacy.txt	English sentences must be unique
319	failed	1333	mirror	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
320	failed	1334	missing	terra_en_000_consolidated_legacy.txt	English sentences must be unique
321	failed	1335	mobile	terra_en_000_consolidated_legacy.txt	English sentences must be unique
322	failed	1337	moon	terra_en_000_consolidated_legacy.txt	rank 4: target is absent as a complete word
323	failed	1345	national	terra_en_000_consolidated_legacy.txt	rank 5: placeholder sentence
324	failed	1346	nature	terra_en_000_consolidated_legacy.txt	rank 5: target is absent as a complete word
325	failed	1353	noise	terra_en_000_consolidated_legacy.txt	rank 4: target is absent as a complete word
326	failed	1358	notice	terra_en_000_consolidated_legacy.txt	rank 3: target is absent as a complete word | rank 4: placeholder sentence
327	failed	1371	organize	terra_en_000_consolidated_legacy.txt	English sentences must be unique
328	failed	1372	original	terra_en_000_consolidated_legacy.txt	English sentences must be unique
329	failed	1373	ourselves	terra_en_000_consolidated_legacy.txt	English sentences must be unique
330	failed	1374	oven	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
331	failed	1375	owner	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
332	failed	1376	pack	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
333	failed	1377	pain	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
334	failed	1378	painter	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
335	failed	1379	palace	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
336	failed	1380	pants	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
337	failed	1381	parking	terra_en_000_consolidated_legacy.txt	English sentences must be unique
338	failed	1382	particular	terra_en_000_consolidated_legacy.txt	English sentences must be unique
339	failed	1383	pass	terra_en_000_consolidated_legacy.txt	English sentences must be unique
340	failed	1384	passenger	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
341	failed	1385	patient	terra_en_000_consolidated_legacy.txt	English sentences must be unique
342	failed	1386	pattern	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
343	failed	1387	peace	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
344	failed	1388	penny	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
345	failed	1389	per	terra_en_000_consolidated_legacy.txt	English sentences must be unique
346	failed	1390	perform	terra_en_000_consolidated_legacy.txt	English sentences must be unique
347	failed	1391	perhaps	terra_en_000_consolidated_legacy.txt	English sentences must be unique
348	failed	1392	permission	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
349	failed	1393	personality	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
350	failed	1394	pet	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
351	failed	1395	petrol	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
352	failed	1396	physical	terra_en_000_consolidated_legacy.txt	English sentences must be unique
353	failed	1397	physics	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
354	failed	1398	pick	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
355	failed	1399	pilot	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
356	failed	1400	planet	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
357	failed	1401	plastic	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
358	failed	1402	plate	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
359	failed	1403	platform	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
360	failed	1404	pleased	terra_en_000_consolidated_legacy.txt	English sentences must be unique
361	failed	1405	pocket	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
362	failed	1406	polite	terra_en_000_consolidated_legacy.txt	English sentences must be unique
363	failed	1407	pollution	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
364	failed	1408	pop	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
365	failed	1409	population	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
366	failed	1410	position	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
367	failed	1430	pronounce	terra_en_000_consolidated_legacy.txt	rank 1: placeholder sentence
368	failed	1436	pull	terra_en_000_consolidated_legacy.txt	English sentences must be unique
369	failed	1437	purpose	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
370	failed	1438	push	terra_en_000_consolidated_legacy.txt	English sentences must be unique
371	failed	1439	quality	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
372	failed	1440	quantity	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
373	failed	1441	queen	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
374	failed	1442	quietly	terra_en_000_consolidated_legacy.txt	English sentences must be unique
375	failed	1443	race	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
376	failed	1444	railway	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
377	failed	1445	raise	terra_en_000_consolidated_legacy.txt	English sentences must be unique
378	failed	1446	rate	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
379	failed	1447	rather	terra_en_000_consolidated_legacy.txt	English sentences must be unique
380	failed	1448	reach	terra_en_000_consolidated_legacy.txt	English sentences must be unique
381	failed	1449	react	terra_en_000_consolidated_legacy.txt	English sentences must be unique
382	failed	1450	realize	terra_en_000_consolidated_legacy.txt	English sentences must be unique
383	failed	1451	receive	terra_en_000_consolidated_legacy.txt	English sentences must be unique
384	failed	1452	recent	terra_en_000_consolidated_legacy.txt	English sentences must be unique
385	failed	1453	recently	terra_en_000_consolidated_legacy.txt	English sentences must be unique
386	failed	1454	reception	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
387	failed	1455	recipe	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
388	failed	1456	recognize	terra_en_000_consolidated_legacy.txt	English sentences must be unique
389	failed	1457	recommend	terra_en_000_consolidated_legacy.txt	English sentences must be unique
390	failed	1458	record	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
391	failed	1459	recording	terra_en_000_consolidated_legacy.txt	English sentences must be unique
392	failed	1460	recycle	terra_en_000_consolidated_legacy.txt	English sentences must be unique
393	failed	1461	reduce	terra_en_000_consolidated_legacy.txt	English sentences must be unique
394	failed	1462	refer	terra_en_000_consolidated_legacy.txt	English sentences must be unique
395	failed	1463	refuse	terra_en_000_consolidated_legacy.txt	English sentences must be unique
396	failed	1464	region	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
397	failed	1465	regular	terra_en_000_consolidated_legacy.txt	English sentences must be unique
398	failed	1466	relationship	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
399	failed	1467	remove	terra_en_000_consolidated_legacy.txt	English sentences must be unique
400	failed	1468	repair	terra_en_000_consolidated_legacy.txt	English sentences must be unique
401	failed	1469	replace	terra_en_000_consolidated_legacy.txt	English sentences must be unique
402	failed	1470	reply	terra_en_000_consolidated_legacy.txt	English sentences must be unique
403	failed	1471	reporter	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
404	failed	1472	request	terra_en_000_consolidated_legacy.txt	English sentences must be unique
405	failed	1473	research	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
406	failed	1474	researcher	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
407	failed	1475	respond	terra_en_000_consolidated_legacy.txt	English sentences must be unique
408	failed	1476	response	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
409	failed	1477	rest	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
410	failed	1478	review	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
411	failed	1479	ring	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
412	failed	1480	rise	terra_en_000_consolidated_legacy.txt	English sentences must be unique
413	failed	1481	rock	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
414	failed	1482	role	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
415	failed	1483	roof	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
416	failed	1484	round	terra_en_000_consolidated_legacy.txt	English sentences must be unique
417	failed	1485	route	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
418	failed	1486	rubbish	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
419	failed	1487	rude	terra_en_000_consolidated_legacy.txt	English sentences must be unique
420	failed	1488	runner	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
421	failed	1489	running	terra_en_000_consolidated_legacy.txt	English sentences must be unique
422	failed	1490	sadly	terra_en_000_consolidated_legacy.txt	English sentences must be unique
423	failed	1491	safe	terra_en_000_consolidated_legacy.txt	English sentences must be unique
424	failed	1492	sail	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
425	failed	1493	sailing	terra_en_000_consolidated_legacy.txt	English sentences must be unique
426	failed	1494	salary	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
427	failed	1495	sale	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
428	failed	1496	sauce	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
429	failed	1497	save	terra_en_000_consolidated_legacy.txt	English sentences must be unique
430	failed	1498	scared	terra_en_000_consolidated_legacy.txt	English sentences must be unique
431	failed	1499	scary	terra_en_000_consolidated_legacy.txt	English sentences must be unique
432	failed	1500	scene	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
433	failed	1501	schedule	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
434	failed	1502	score	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
435	failed	1503	screen	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
436	failed	1504	search	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
437	failed	1505	season	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
438	failed	1506	seat	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
439	failed	1507	secondly	terra_en_000_consolidated_legacy.txt	English sentences must be unique
440	failed	1508	secret	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
441	failed	1509	secretary	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
442	failed	1510	seem	terra_en_000_consolidated_legacy.txt	English sentences must be unique
443	failed	1511	sense	terra_en_000_consolidated_legacy.txt	rank 1: placeholder sentence
444	failed	1515	serve	terra_en_000_consolidated_legacy.txt	rank 3: target is absent as a complete word
445	failed	1518	shake	terra_en_000_consolidated_legacy.txt	rank 5: target is absent as a complete word
446	failed	1536	ski	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
447	failed	1537	skiing	terra_en_000_consolidated_legacy.txt	English sentences must be unique
448	failed	1538	skin	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
449	failed	1539	sky	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
450	failed	1540	slowly	terra_en_000_consolidated_legacy.txt	English sentences must be unique
451	failed	1541	smartphone	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
452	failed	1542	smell	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
453	failed	1543	smile	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
454	failed	1544	smoke	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
455	failed	1545	smoking	terra_en_000_consolidated_legacy.txt	English sentences must be unique
456	failed	1546	soap	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
457	failed	1547	soccer	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
458	failed	1548	social	terra_en_000_consolidated_legacy.txt	English sentences must be unique
459	failed	1549	society	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
460	failed	1550	sock	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
461	failed	1551	soft	terra_en_000_consolidated_legacy.txt	English sentences must be unique
462	failed	1552	soldier	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
463	failed	1553	solution	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
464	failed	1554	solve	terra_en_000_consolidated_legacy.txt	English sentences must be unique
465	failed	1555	somewhere	terra_en_000_consolidated_legacy.txt	English sentences must be unique
466	failed	1556	sort	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
467	failed	1557	source	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
468	failed	1558	speaker	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
469	failed	1559	specific	terra_en_000_consolidated_legacy.txt	English sentences must be unique
470	failed	1560	speech	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
471	failed	1561	speed	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
472	failed	1562	spider	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
473	failed	1563	spoon	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
474	failed	1564	square	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
475	failed	1565	stage	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
476	failed	1566	stair	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
477	failed	1567	stamp	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
478	failed	1568	state	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
479	failed	1569	steal	terra_en_000_consolidated_legacy.txt	English sentences must be unique
480	failed	1570	step	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
481	failed	1571	stomach	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
482	failed	1572	stone	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
483	failed	1573	store	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
484	failed	1574	storm	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
485	failed	1575	straight	terra_en_000_consolidated_legacy.txt	English sentences must be unique
